iter	MultiClass
164	1.235937365
165	1.23470492
166	1.233054584
167	1.231402869
168	1.229536539
169	1.227331888
170	1.225831787
171	1.22503164
172	1.224211734
173	1.22285142
174	1.221883453
175	1.219749622
176	1.218697723
177	1.216569784
178	1.215232341
179	1.214412733
180	1.213759045
181	1.212904252
182	1.211545472
183	1.210557059
184	1.207967695
185	1.207293656
186	1.205890762
187	1.20513992
188	1.203915047
189	1.202973824
190	1.201567416
191	1.200703361
192	1.198966599
193	1.198312238
194	1.197212218
195	1.195936228
196	1.194275642
197	1.193266974
198	1.192072492
199	1.191604716
200	1.190381832
201	1.189889064
202	1.188678842
203	1.187971342
204	1.186267892
205	1.185612747
206	1.184934937
207	1.184245694
208	1.183538588
209	1.182611309
210	1.181406326
211	1.180842299
212	1.180223951
213	1.179035588
214	1.17820057
215	1.177319639
216	1.176773913
217	1.17520079
218	1.173935195
219	1.173428456
220	1.172468591
221	1.171023262
222	1.170543451
223	1.169673363
224	1.168949215
225	1.168508863
226	1.167169514
227	1.16605096
228	1.16509737
229	1.164269077
230	1.163408695
231	1.16196394
232	1.161336568
233	1.160221278
234	1.158882054
235	1.158014598
236	1.156618972
237	1.155875207
238	1.154132769
239	1.153527875
240	1.152397058
241	1.151819011
242	1.151072583
243	1.150186641
244	1.149274601
245	1.148239852
246	1.147087067
247	1.146409169
248	1.14569343
249	1.144857044
250	1.144505411
251	1.144117162
252	1.142954265
253	1.14253219
254	1.141456014
255	1.140684514
256	1.139861176
257	1.139426946
258	1.138871482
259	1.138183042
260	1.137033414
261	1.135531541
262	1.135062984
263	1.133949001
264	1.133625466
265	1.132606003
266	1.131870045
267	1.130754647
268	1.130106677
269	1.129449862
270	1.128355251
271	1.127960252
272	1.127535601
273	1.126978886
274	1.126432917
275	1.125930322
276	1.125339169
277	1.124663418
278	1.123867958
279	1.123332635
280	1.122701809
281	1.122029854
282	1.121403497
283	1.120532307
284	1.119997857
285	1.119238941
286	1.118744249
287	1.118204501
288	1.117751519
289	1.117535227
290	1.116931746
291	1.116137107
292	1.115408096
293	1.114787433
294	1.114311229
295	1.113662335
296	1.11257205
297	1.112146164
298	1.111230726
299	1.110501588
300	1.109757482
301	1.109025253
302	1.108530742
303	1.108095514
304	1.107687269
305	1.107271768
306	1.106310282
307	1.105893882
308	1.105357258
309	1.104885275
310	1.104728912
311	1.104338959
312	1.103925228
313	1.103114602
314	1.10263919
315	1.101686061
316	1.101165041
317	1.100721841
318	1.100528521
319	1.100174571
320	1.099355429
321	1.098850213
322	1.098710757
323	1.098249169
324	1.097859973
325	1.097449017
326	1.096852104
327	1.096250106
328	1.095976615
329	1.095205825
330	1.094639404
331	1.094252743
332	1.093932066
333	1.093234871
334	1.092929104
335	1.092061478
336	1.091607671
337	1.090789855
338	1.090467136
339	1.089709803
340	1.089129339
341	1.088692593
342	1.088031311
343	1.087756137
344	1.087526068
345	1.087276483
346	1.086597522
347	1.085995285
348	1.085742728
349	1.085071156
350	1.084487419
351	1.08412189
352	1.083169658
353	1.082927387
354	1.082501856
355	1.081590753
356	1.081262407
357	1.080717519
358	1.07995311
359	1.079550511
360	1.07899435
361	1.078307011
362	1.077886017
363	1.077572666
364	1.077273418
365	1.076547369
366	1.076123096
367	1.075758474
368	1.074965179
369	1.073955759
370	1.073543866
371	1.073148517
372	1.07232334
373	1.07189026
374	1.071550997
375	1.07108006
376	1.07056794
377	1.069963687
378	1.069187976
379	1.068920048
380	1.068686176
381	1.068165689
382	1.067665763
383	1.06703023
384	1.066712477
385	1.066094317
386	1.065649824
387	1.065134244
388	1.06441579
389	1.063951443
390	1.063641138
391	1.063211177
392	1.062445045
393	1.062196316
394	1.061913811
395	1.061630552
396	1.061321115
397	1.061113608
398	1.060727633
399	1.060434036
400	1.059987498
401	1.059820468
402	1.059336533
403	1.059054414
404	1.058918146
405	1.058532469
406	1.058182329
407	1.057907441
408	1.057495875
409	1.056904638
410	1.05663234
411	1.056331155
412	1.055902809
413	1.055628805
414	1.054736672
415	1.053885574
416	1.053502334
417	1.053134211
418	1.052898304
419	1.052438701
420	1.052124939
421	1.051982892
422	1.051549318
423	1.051342289
424	1.051069181
425	1.050452305
426	1.049852646
427	1.049557261
428	1.049154938
429	1.048789569
430	1.048015509
431	1.047821192
432	1.047383803
433	1.047007646
434	1.046801176
435	1.046202077
436	1.045824279
437	1.04554566
438	1.045363812
439	1.045088672
440	1.044729361
441	1.044181467
442	1.043516008
443	1.043235483
444	1.042531023
445	1.042321557
446	1.041655021
447	1.041253861
448	1.04103899
449	1.040701031
450	1.040216368
451	1.039516232
452	1.038754888
453	1.038443325
454	1.038110768
455	1.037617215
456	1.03740058
457	1.036859697
458	1.036323247
459	1.036106492
460	1.035885814
461	1.035376446
462	1.035063944
463	1.034924584
464	1.034599529
465	1.034265176
466	1.034045383
467	1.033738097
468	1.03345644
469	1.033154895
470	1.032747301
471	1.032210198
472	1.031711014
473	1.031320215
474	1.030490338
475	1.030095231
476	1.029537088
477	1.02923347
478	1.028902003
479	1.028374138
480	1.028097307
481	1.027772246
482	1.027594679
483	1.027182126
484	1.026997937
485	1.026733037
486	1.026210408
487	1.026080119
488	1.02589291
489	1.025512267
490	1.025340258
491	1.024832791
492	1.024353305
493	1.024175807
494	1.02397778
495	1.023790471
496	1.023245676
497	1.022619242
498	1.022111778
499	1.021798798
500	1.021322946
501	1.021206621
502	1.020919566
503	1.020711593
504	1.020403374
505	1.019993532
506	1.019763022
507	1.019641261
508	1.018999325
509	1.018709161
510	1.018170628
511	1.017615154
512	1.017445869
513	1.017238096
514	1.017039851
515	1.016666532
516	1.016512719
517	1.016126317
518	1.015963051
519	1.015658097
520	1.015235361
521	1.015123836
522	1.014541351
523	1.014287063
524	1.014113992
525	1.013905267
526	1.01378033
527	1.013611323
528	1.013333786
529	1.013069215
530	1.012825805
531	1.012336323
532	1.011870924
533	1.011037764
534	1.010584423
535	1.010146414
536	1.00974953
537	1.009229425
538	1.008609389
539	1.008029298
540	1.007735838
541	1.007615239
542	1.007216312
543	1.006913168
544	1.006657367
545	1.006374454
546	1.006227999
547	1.006099804
548	1.005867649
549	1.00550805
550	1.005329537
551	1.004912213
552	1.004758381
553	1.004548522
554	1.004245616
555	1.004061848
556	1.003815945
557	1.003554117
558	1.002860188
559	1.002456133
560	1.002209427
561	1.002001201
562	1.001920389
563	1.00179362
564	1.001659027
565	1.001250265
566	1.001024115
567	1.000725879
568	1.000513598
569	1.000256242
570	1.000022964
571	0.9996811758
572	0.9994536997
573	0.9990142021
574	0.9984448857
575	0.9983006147
576	0.9980786118
577	0.9977758133
578	0.9973441774
579	0.9968866998
580	0.9967416945
581	0.9966123842
582	0.9964014754
583	0.9958624763
584	0.9952591061
585	0.9949401903
586	0.9945696194
587	0.9943374758
588	0.9941363589
589	0.993938712
590	0.9936772822
591	0.9933720565
592	0.9932232302
593	0.9928049906
594	0.9924000769
595	0.9921123294
596	0.9918424419
597	0.9915625389
598	0.9913480901
599	0.9909647789
600	0.9905473636
601	0.9903607341
602	0.9900880263
603	0.9899055065
604	0.989717161
605	0.9890928297
606	0.9886982602
607	0.9885118742
608	0.9883592654
609	0.9878456874
610	0.9873049224
611	0.987150312
612	0.9868097623
613	0.9866571617
614	0.9860455367
615	0.9857569141
616	0.9856009179
617	0.9851244201
618	0.9848621736
619	0.9843089136
620	0.9841000744
621	0.9838593491
622	0.9833040493
623	0.9830506997
624	0.9828386647
625	0.9824350995
626	0.9822580965
627	0.98200216
628	0.9816600908
629	0.9814895667
630	0.9812096381
631	0.9807536151
632	0.980552088
633	0.9801438398
634	0.9796833284
635	0.9793408758
636	0.9790836075
637	0.9789144054
638	0.9787276096
639	0.9785471981
640	0.9783869443
641	0.9781230132
642	0.9779158459
643	0.977779742
644	0.9775889679
645	0.9773382143
646	0.9768175642
647	0.9767086546
648	0.9763766631
649	0.976235128
650	0.9759009457
651	0.9757065586
652	0.9755727916
653	0.9753208825
654	0.9750641132
655	0.9745911163
656	0.9743775138
657	0.9741205811
658	0.9738719438
659	0.9737391568
660	0.9734005846
661	0.9732411802
662	0.9730849263
663	0.9726703041
664	0.9724041153
665	0.9717357457
666	0.9715003065
667	0.9713794833
668	0.9711439711
669	0.9707876588
670	0.970466909
671	0.9702459633
672	0.9699625564
673	0.9696717857
674	0.9691251646
675	0.9688451222
676	0.9685817728
677	0.9682502817
678	0.9679531961
679	0.9677821558
680	0.9673241697
681	0.9671215569
682	0.9666627611
683	0.9663429718
684	0.9659699036
685	0.9657432479
686	0.9655233862
687	0.9654107943
688	0.9652400246
689	0.9647890796
690	0.9646155517
691	0.964418164
692	0.9642708913
693	0.9639701548
694	0.9635155079
695	0.9634048764
696	0.9631917394
697	0.9628923823
698	0.9626019936
699	0.9623002312
700	0.9616832741
701	0.9614012375
702	0.9611943767
703	0.9609223742
704	0.9606859203
705	0.9604890904
706	0.9601708977
707	0.9598985024
708	0.9595998783
709	0.9593182945
710	0.9590352902
711	0.9589296432
712	0.9587185161
713	0.9585255603
714	0.958407304
715	0.9578540022
716	0.9577199753
717	0.9573887433
718	0.9571527706
719	0.9569556204
720	0.9567196986
721	0.9565754572
722	0.9563668211
723	0.955807441
724	0.9555862071
725	0.9552994078
726	0.9547646302
727	0.9546308025
728	0.9542718865
729	0.9538683218
730	0.9537079892
731	0.9533718335
732	0.9529462235
733	0.9527666804
734	0.9523582915
735	0.9520775206
736	0.951791857
737	0.9515012458
738	0.9513169506
739	0.9511688793
740	0.9508721965
741	0.9506713115
742	0.9504430091
743	0.9501896907
744	0.9499811582
745	0.9497743966
746	0.949305563
747	0.9491837107
748	0.9490100896
749	0.9488570695
750	0.9486851277
751	0.9484885745
752	0.9481169217
753	0.9476877149
754	0.9475690211
755	0.9474417293
756	0.9473413442
757	0.9470995795
758	0.9467249188
759	0.9465943439
760	0.9462012019
761	0.9461097304
762	0.945681858
763	0.9454456261
764	0.9448490788
765	0.9443837525
766	0.9441347096
767	0.9439706165
768	0.9438600808
769	0.9437485817
770	0.9433333783
771	0.9432114612
772	0.9429594777
773	0.9426439429
774	0.9424711821
775	0.9423528143
776	0.9422253436
777	0.9420914619
778	0.9419989626
779	0.9418998295
780	0.9414115749
781	0.9412510026
782	0.9410061463
783	0.9408473649
784	0.940531071
785	0.9402734984
786	0.9400393446
787	0.9396074119
788	0.939378339
789	0.9392018556
790	0.9389897663
791	0.9388457353
792	0.9386496412
793	0.9382378997
794	0.9381127078
795	0.9379333998
796	0.937779771
797	0.9373863831
798	0.9372296898
799	0.9369584012
800	0.9366854814
801	0.9363723077
802	0.936209194
803	0.9360661705
804	0.935920175
805	0.9357071829
806	0.9355022058
807	0.9352938109
808	0.9351478874
809	0.9349253268
810	0.9348270563
811	0.9345155539
812	0.9341190904
813	0.9339839212
814	0.9335136783
815	0.9332646848
816	0.9331004997
817	0.9329252464
818	0.9327898428
819	0.9324752185
820	0.9323626909
821	0.9321750415
822	0.9318968097
823	0.9317083841
824	0.9315743323
825	0.9313327662
826	0.9310370896
827	0.9308358949
828	0.9306837524
829	0.9303994641
830	0.9301677924
831	0.9298735561
832	0.9296280858
833	0.929101734
834	0.9287839568
835	0.9286470306
836	0.9285338184
837	0.928410915
838	0.9280965289
839	0.9279565223
840	0.9275343779
841	0.9273577672
842	0.9270898252
843	0.9269169331
844	0.9267828846
845	0.9265939081
846	0.9262644449
847	0.9261671415
848	0.9260227317
849	0.9257897897
850	0.9256547044
851	0.9254583294
852	0.9251192777
853	0.9247460171
854	0.924591867
855	0.9243943978
856	0.924176854
857	0.9239644244
858	0.9236296471
859	0.9234983541
860	0.9231968993
861	0.9230402246
862	0.922906376
863	0.9226956988
864	0.9224937681
865	0.9223657128
866	0.92215001
867	0.9219677833
868	0.9216716241
869	0.9214755953
870	0.9212084786
871	0.9210988246
872	0.9207707017
873	0.9206776548
874	0.920570363
875	0.9201901323
876	0.9200364545
877	0.919890569
878	0.9196901068
879	0.9194367862
880	0.9192958354
881	0.9192060436
882	0.9190881
883	0.9188399944
884	0.9186783411
885	0.9182978934
886	0.9180477448
887	0.9177435259
888	0.9173487142
889	0.917106994
890	0.9168284374
891	0.9163544173
892	0.9160131291
893	0.9156123431
894	0.9154329323
895	0.9151794294
896	0.9151197986
897	0.9149732351
898	0.9147186008
899	0.9146170627
900	0.9143908603
901	0.9139316967
902	0.9136897548
903	0.9135980772
904	0.9133802638
905	0.9131973481
906	0.9130968201
907	0.9129237755
908	0.9125638093
909	0.9123407313
910	0.9121539662
911	0.9120914627
912	0.9117687181
913	0.9114734278
914	0.9113557755
915	0.9111500398
916	0.9108915463
917	0.910727788
918	0.9104210008
919	0.910298034
920	0.9101123035
921	0.9098620169
922	0.90969895
923	0.9095803139
924	0.9094677913
925	0.9093190464
926	0.909165422
927	0.9087936605
928	0.9085861843
929	0.9083568874
930	0.9079016541
931	0.9077430166
932	0.9074514557
933	0.9073472155
934	0.9070753336
935	0.9068729424
936	0.9065731316
937	0.9064242794
938	0.9060807095
939	0.905949183
940	0.905818548
941	0.9056892365
942	0.9056152537
943	0.9052756864
944	0.9049752912
945	0.904775622
946	0.9045908475
947	0.9042004006
948	0.9040644484
949	0.9039462643
950	0.9036616675
951	0.9032843481
952	0.9030092788
953	0.9026260501
954	0.9023189672
955	0.901988477
956	0.9017595388
957	0.9015489339
958	0.9012833816
959	0.9011493117
960	0.9010394362
961	0.9006729083
962	0.9004789718
963	0.900236152
964	0.9000533679
965	0.8999347663
966	0.8998716672
967	0.899747568
968	0.8994183263
969	0.8991760023
970	0.8988082255
971	0.8987030217
972	0.8984639258
973	0.8983955255
974	0.8983213783
975	0.898119725
976	0.8979957849
977	0.8978957875
978	0.8976568722
979	0.8974403291
980	0.8972835038
981	0.8971801053
982	0.897050558
983	0.8966657693
984	0.8965230163
985	0.8964429332
986	0.8962693653
987	0.8960600852
988	0.8959243897
989	0.8957656098
990	0.895689398
991	0.895596785
992	0.8953319437
993	0.8948736664
994	0.8945251164
995	0.8942093469
996	0.8940987822
997	0.894008686
998	0.8938960612
999	0.8937370077
1000	0.8935870495
1001	0.8932778427
1002	0.8930545735
1003	0.8929629246
1004	0.8928796466
1005	0.8927146576
1006	0.8925949146
1007	0.8924731786
1008	0.8921099238
1009	0.8919865628
1010	0.8918106495
1011	0.8915870945
1012	0.8914575701
1013	0.8911806977
1014	0.8910605392
1015	0.8909419396
1016	0.8908567091
1017	0.8905451828
1018	0.8903502072
1019	0.8899709001
1020	0.8897506487
1021	0.8896555311
1022	0.8894788296
1023	0.8893682525
1024	0.8889473202
1025	0.8887078942
1026	0.888640191
1027	0.8884533725
1028	0.8882351113
1029	0.8881467206
1030	0.8880013716
1031	0.8878082974
1032	0.8876213918
1033	0.8873836171
1034	0.8870222969
1035	0.8868619857
1036	0.8866985139
1037	0.8865652728
1038	0.8864477259
1039	0.8863479168
1040	0.886277311
1041	0.8861870242
1042	0.8858712167
1043	0.8857641124
1044	0.8856160102
1045	0.8855216063
1046	0.8853435388
1047	0.8852371552
1048	0.8851528889
1049	0.88496225
1050	0.8848051438
1051	0.8846512249
1052	0.8844792155
1053	0.8844132498
1054	0.8840591735
1055	0.8839692219
1056	0.8838509665
1057	0.8837394823
1058	0.8836154588
1059	0.8834891787
1060	0.8833379665
1061	0.8831496614
1062	0.8829959728
1063	0.8828554179
1064	0.8827635975
1065	0.8824284905
1066	0.882304648
1067	0.8821001547
1068	0.8817958665
1069	0.8816977724
1070	0.8815395404
1071	0.8813417487
1072	0.8810735749
1073	0.8809738777
1074	0.88087407
1075	0.8806333806
1076	0.8804838994
1077	0.8801122783
1078	0.8799238258
1079	0.8797964022
1080	0.8796481577
1081	0.8795159016
1082	0.8793603771
1083	0.8791811222
1084	0.8788668454
1085	0.8786622238
1086	0.8785038262
1087	0.8784553082
1088	0.8782710813
1089	0.8779954646
1090	0.8778630405
1091	0.8775541504
1092	0.8774161173
1093	0.8773363073
1094	0.8770943424
1095	0.8769902722
1096	0.8768918399
1097	0.8766521486
1098	0.8762784134
1099	0.8760564814
1100	0.8759322632
1101	0.8758418008
1102	0.8757300234
1103	0.8755345576
1104	0.8754617105
1105	0.8753707384
1106	0.8752221041
1107	0.875083829
1108	0.8748768008
1109	0.8747473338
1110	0.8744370342
1111	0.8741216755
1112	0.8738863785
1113	0.8735613058
1114	0.8734761856
1115	0.8733884861
1116	0.8732424935
1117	0.8730489844
1118	0.872976142
1119	0.8727239608
1120	0.8725737452
1121	0.8724157001
1122	0.8723193103
1123	0.8720250967
1124	0.8719138708
1125	0.8715577011
1126	0.871322278
1127	0.8711258225
1128	0.8707086052
1129	0.8704933921
1130	0.870228948
1131	0.8701120807
1132	0.8699577827
1133	0.8697922471
1134	0.8695745673
1135	0.8692327716
1136	0.8688740703
1137	0.8685724815
1138	0.8681548636
1139	0.8677893587
1140	0.8676906327
1141	0.8676033193
1142	0.8675030338
1143	0.8674061361
1144	0.8673192083
1145	0.8672029329
1146	0.8669612312
1147	0.8666620092
1148	0.8664601619
1149	0.8662719408
1150	0.8661772603
1151	0.8659743261
1152	0.8658693169
1153	0.8657002967
1154	0.8655518358
1155	0.865317067
1156	0.8651769025
1157	0.8649605753
1158	0.8648825061
1159	0.8647104939
1160	0.8646405144
1161	0.864255754
1162	0.8640771026
1163	0.8638806835
1164	0.8636224308
1165	0.8633808549
1166	0.8632772693
1167	0.8631525645
1168	0.8628500567
1169	0.8627601825
1170	0.8626753982
1171	0.8625729803
1172	0.8624917202
1173	0.862418784
1174	0.8623234137
1175	0.8622355692
1176	0.8620423024
1177	0.8617702608
1178	0.8616585628
1179	0.8614821488
1180	0.8612767165
1181	0.8609496853
1182	0.8608311435
1183	0.8606985769
1184	0.8604585315
1185	0.8603201985
1186	0.8601881496
1187	0.8600168906
1188	0.8597927099
1189	0.8597064681
1190	0.8595773357
1191	0.8594724108
1192	0.8594070396
1193	0.859289199
1194	0.8591297504
1195	0.8589141162
1196	0.8587366616
1197	0.8585858589
1198	0.8584918707
1199	0.8582673763
1200	0.858187111
1201	0.8579683648
1202	0.8578193106
1203	0.8576614852
1204	0.8574740416
1205	0.8574042613
1206	0.857296698
1207	0.8572165604
1208	0.8571287861
1209	0.8570114751
1210	0.8568774737
1211	0.8567233128
1212	0.8564746849
1213	0.8562152668
1214	0.8560882306
1215	0.8558555783
1216	0.8556413405
1217	0.8555396966
1218	0.8553715633
1219	0.8552362817
1220	0.8551174064
1221	0.8549119662
1222	0.8547739661
1223	0.8546400998
1224	0.8544877149
1225	0.854363025
1226	0.8541117852
1227	0.85404676
1228	0.8539375275
1229	0.8537526367
1230	0.8535747244
1231	0.8534952555
1232	0.8531672738
1233	0.8530243298
1234	0.8528926442
1235	0.8527246349
1236	0.8525737225
1237	0.8524574131
1238	0.852299067
1239	0.8520172667
1240	0.851876799
1241	0.8518021866
1242	0.8516969932
1243	0.8514674653
1244	0.8511640532
1245	0.8509808243
1246	0.85085887
1247	0.8507593155
1248	0.8505554971
1249	0.8504611521
1250	0.8503166103
1251	0.8501444792
1252	0.8500684046
1253	0.8500201778
1254	0.8499516453
1255	0.8497813926
1256	0.8497015324
1257	0.8496100547
1258	0.8493084217
1259	0.8491829699
1260	0.8490161221
1261	0.8488878746
1262	0.8486756296
1263	0.8485394857
1264	0.8484249785
1265	0.8483958212
1266	0.8481685425
1267	0.8480025456
1268	0.8476502314
1269	0.8473892532
1270	0.8472785079
1271	0.8469937693
1272	0.8466506994
1273	0.8465353515
1274	0.8464029856
1275	0.8461956912
1276	0.846056968
1277	0.8459154124
1278	0.8458083336
1279	0.8455878348
1280	0.8452418009
1281	0.8449840768
1282	0.8447785005
1283	0.8446500809
1284	0.8443575605
1285	0.8440223268
1286	0.8439649896
1287	0.8437765942
1288	0.8436336289
1289	0.8434355103
1290	0.8431813118
1291	0.8430496672
1292	0.8429225285
1293	0.8427808682
1294	0.842724779
1295	0.8426492253
1296	0.8424827813
1297	0.8423203225
1298	0.842241848
1299	0.8421143016
1300	0.8419198641
1301	0.8417409498
1302	0.8415585819
1303	0.8412430988
1304	0.8411793399
1305	0.8409579292
1306	0.8408807823
1307	0.8405842634
1308	0.8403237842
1309	0.8399503015
1310	0.8397624528
1311	0.839696828
1312	0.839553541
1313	0.8392967762
1314	0.8392489459
1315	0.8390313246
1316	0.8389333182
1317	0.8388599788
1318	0.8386924114
1319	0.8386168631
1320	0.83849853
1321	0.8383642399
1322	0.8382160216
1323	0.8380748564
1324	0.8380170331
1325	0.8378058357
1326	0.8375506841
1327	0.8373647875
1328	0.8372761109
1329	0.8368875594
1330	0.83674719
1331	0.836628222
1332	0.8362578138
1333	0.835960481
1334	0.8358512715
1335	0.8357110216
1336	0.8356407286
1337	0.8355061166
1338	0.8352154637
1339	0.8350597374
1340	0.8348391899
1341	0.834756785
1342	0.8345939633
1343	0.8343474825
1344	0.8342612017
1345	0.834064461
1346	0.8339267554
1347	0.8337183534
1348	0.8336479538
1349	0.8335584088
1350	0.8334861104
1351	0.8333669079
1352	0.8332043445
1353	0.833073714
1354	0.8329075677
1355	0.8326086481
1356	0.8324648922
1357	0.8323769016
1358	0.8321661761
1359	0.832063944
1360	0.8318677125
1361	0.8317344468
1362	0.8315957511
1363	0.8315040824
1364	0.8312715983
1365	0.831158749
1366	0.8310445718
1367	0.8309749241
1368	0.8307735047
1369	0.8306814315
1370	0.8306241844
1371	0.8303205678
1372	0.8302223017
1373	0.8301303697
1374	0.8299044391
1375	0.8298174593
1376	0.8296619265
1377	0.8295727016
